Date,Actual_SPX1D,Predicted_SPX1D,Actual_SPX3D,Predicted_SPX3D,Actual_SPX7D,Predicted_SPX7D,Actual_SPX14D,Predicted_SPX14D
2018-03-07 00:00:00,12.17,16.091896572939973,56.22,27.44430042151029,25.21,18.280975845694535,-114.18,-0.5365196533108305
2018-04-18 00:00:00,-15.51,0.36485933440615315,-38.35,-0.8409166982304357,-38.73,-2.498477630576943,-36.72,-11.707311662879235
2018-05-30 00:00:00,-18.74,-3.0819531579813493,22.86,-4.2085565053231395,55.02,0.149586530744922,38.58,-11.77642055200867
2018-07-18 00:00:00,-11.13,-0.01773973007346441,-8.64,6.535960850012014,3.2,36.64602769164223,42.83,61.25641495998025
2018-09-12 00:00:00,15.26,-8.77641099675885,-0.12,-2.2384732983828735,40.75,8.607588832592565,34.51,-2.716917271779808
2018-10-24 00:00:00,49.47,14.613750264139057,-14.85,21.626371146870095,66.96,40.31277195882261,66.08,64.75880205825072
2018-12-05 00:00:00,-62.87,-17.637502516370127,-59.17,-26.506330725244798,-150.01,-77.61693961507943,-207.12,-101.63861581340792
2019-01-16 00:00:00,19.86,2.8121409141349027,16.8,13.972798840830803,27.75,15.862861791348362,115.51,36.923480578498044
2019-03-06 00:00:00,-22.52,6.773763971044964,11.85,28.618626686648543,51.03,56.00658726469949,47.01,36.57693310428181
2019-04-17 00:00:00,4.58,2.300077386501423,33.23,6.753388990495569,42.58,7.0757364778572835,-21.03,3.125991353002923
2019-06-05 00:00:00,17.34,-6.927306943989627,60.58,-3.986197346483005,60.83,20.512930216397397,91.23,92.27282971302292
2019-07-17 00:00:00,10.69,6.026277865129776,0.61,-7.389336078030944,41.44,-22.022307729495896,-102.65,-16.200025605360043
2019-09-04 00:00:00,38.22,16.696529205126453,40.65,30.57231175470681,69.61,30.776988455894116,28.82,20.837119275240237
2019-10-16 00:00:00,8.26,17.18618323295544,17.03,19.84215230894137,32.86,27.904810246931415,84.93,29.751055951075408
2019-11-27 00:00:00,-12.65,-13.855831881764688,-60.43,-26.185335612455496,-17.67,-2.3398827985711517,37.51,19.861883690672585
2021-01-13 00:00:00,-14.3,-6.522497473666694,-10.93,-21.060032464374864,45.52,-54.57563793847062,20.33,-52.89312111867672
2021-03-03 00:00:00,-51.25,-7.752495526273932,1.63,26.8084314839943,123.62,82.19438111510526,90.8,83.96733218881722
2021-04-14 00:00:00,45.76,8.304033895769233,38.6,-0.3240127837667175,55.51,-0.47344814878679564,40.0,-2.3103032079932504
2021-06-02 00:00:00,-15.27,-14.559447149626086,18.4,-24.495029915940727,39.32,5.11593972307468,38.32,11.473274282928715
2021-07-14 00:00:00,-14.27,-12.166722592838484,-115.81,-15.819004841863986,37.49,36.96097130068969,48.85,57.22001127315437
2021-09-08 00:00:00,-20.79,-6.787168081322478,-45.34,-36.38971159084838,-81.08,-78.1176573721685,-161.44,-101.21360371379555
2021-10-20 00:00:00,13.59,9.334883417178283,30.29,21.810204316544528,69.19,35.32750981706485,149.06,34.42504431633911
2021-12-01 00:00:00,64.06,10.532264770900854,78.63,43.04531726032726,198.98,75.715968475201,136.19,34.766531834552765
2022-01-12 00:00:00,-67.32,-4.745780118397061,-149.24,-45.977170458172665,-316.22,-99.42438211835554,-136.97,-80.01773266298086
2022-03-02 00:00:00,-23.05,-14.903460641259015,-185.45,-65.20877402523907,-182.23,-96.82982538619832,125.07,-26.05238755506544
2022-04-20 00:00:00,-65.79,-11.88198869838658,-163.33,-52.750406208165494,-327.52,-122.28481981842413,-458.4,-157.77733028978113
2022-06-01 00:00:00,75.59,5.749756372079885,20.2,-27.747760625744704,-200.37,-123.97637584105722,-341.34,-202.00765022594726
2022-07-13 00:00:00,-11.4,-13.608689069040988,29.07,6.142182794660171,159.85,104.88373053908012,289.41,221.8527109645696
2022-09-07 00:00:00,26.31,5.171869329631431,130.54,45.28248348267044,-106.54,-95.83192472196122,-332.58,-234.19340247714524
2022-10-19 00:00:00,-29.38,-1.8349474911939998,102.18,72.5056940765722,205.9,133.80583335881096,132.95,116.94728959458976
2022-11-30 00:00:00,-3.54,5.807286554195283,-81.27,-17.95937156689186,-145.73,-135.1126022669708,-258.49,-191.87935216738987
2023-01-18 00:00:00,-30.01,6.0731533713256916,90.95,73.05883004824237,141.7,124.2315258131859,235.14,135.84252698244705
2023-03-08 00:00:00,-73.69,-29.945845530474465,-136.25,-67.14420965059695,-75.37,-58.28233738411208,-20.74,30.496507015594553
2023-04-19 00:00:00,-24.73,-13.554355034149374,-17.48,8.950659005309609,14.96,-7.152296729170592,-35.35,14.900359254799785
2023-05-31 00:00:00,41.19,12.362494963350924,93.96,69.20965551020086,119.03,128.5440619731581,185.86,191.04983293761438
2023-07-12 00:00:00,37.88,3.9439878726631594,50.63,18.231911353342092,64.18,30.191223895777302,104.57,54.2567256959524
2023-09-06 00:00:00,-14.34,3.6937777181217566,21.98,41.30622660497476,-15.16,13.865235323200036,-191.95,-112.9705195170708
2023-10-18 00:00:00,-36.6,-18.34431853322317,-97.56,-61.43626642840472,-197.23,-92.91119531631949,63.78,43.965071784587025
2023-11-29 00:00:00,17.22,4.717784730117064,19.2,26.395575599229,53.79,37.48468489210158,217.79,78.4594835576378
